iter	MultiClass	Accuracy
826	-0.01710695326	0.9992592593
827	-0.01709079004	0.9992592593
828	-0.01706761437	0.9992592593
829	-0.01703183079	0.9992592593
830	-0.01700838327	0.9992592593
831	-0.0169679379	0.9992592593
832	-0.01693034041	0.9992592593
833	-0.01691087264	0.9992592593
834	-0.01689255359	0.9992592593
835	-0.01686628792	0.9992592593
836	-0.01684109129	0.9992592593
837	-0.01681466184	0.9992592593
838	-0.01678459967	0.9992592593
839	-0.0167519797	0.9992592593
840	-0.01673437063	0.9992592593
841	-0.01670222864	0.9992592593
842	-0.01668235812	0.9992592593
843	-0.01666511431	0.9992592593
844	-0.01663967573	0.9992592593
845	-0.01661149673	0.9992592593
846	-0.01658388019	0.9992592593
847	-0.016553424	0.9992592593
848	-0.01651952748	0.9992592593
849	-0.01647904489	0.9992592593
850	-0.01645991194	0.9992592593
851	-0.01644202811	0.9992592593
852	-0.01641821949	0.9992592593
853	-0.01639975158	0.9992592593
854	-0.01638401316	0.9992592593
855	-0.0163586737	0.9992592593
856	-0.01634206661	0.9992592593
857	-0.01632245036	0.9992592593
858	-0.01629724298	0.9992592593
859	-0.01627112327	0.9992592593
860	-0.01625531778	0.9992592593
861	-0.01623766942	0.9992592593
862	-0.01620942593	0.9992592593
863	-0.01618686371	0.9992592593
864	-0.01616457115	0.9992592593
865	-0.01614960184	0.9992592593
866	-0.01613223291	0.9992592593
867	-0.0161108522	0.9992592593
868	-0.01608832695	0.9992592593
869	-0.01606877089	0.9992592593
870	-0.01604909193	0.9992592593
871	-0.0160325917	0.9992592593
872	-0.01600627771	0.9992592593
873	-0.01598564382	0.9992592593
874	-0.0159675704	0.9992592593
875	-0.01594922329	0.9992592593
876	-0.01593590985	0.9992592593
877	-0.01591278602	0.9992592593
878	-0.01588763094	0.9992592593
879	-0.01586629472	0.9992592593
880	-0.01584418818	0.9992592593
881	-0.01582747909	0.9992592593
882	-0.01580404138	0.9992592593
883	-0.01578013224	0.9992592593
884	-0.01575715408	0.9992592593
885	-0.01573446233	0.9992592593
886	-0.01571382546	0.9992592593
887	-0.0156927617	0.9992592593
888	-0.01567159738	0.9992592593
889	-0.0156565058	0.9992592593
890	-0.01563693625	0.9992592593
891	-0.01561593489	0.9992592593
892	-0.01559284942	0.9992592593
893	-0.01556637261	0.9992592593
894	-0.01555015825	0.9992592593
895	-0.01553478096	0.9992592593
896	-0.01551727068	0.9992592593
897	-0.0155044727	0.9992592593
898	-0.01548108354	0.9992592593
899	-0.01546236088	0.9992592593
900	-0.01545177286	0.9992592593
901	-0.01543330283	0.9992592593
902	-0.01541548251	0.9992592593
903	-0.01539782796	0.9992592593
904	-0.01538582716	0.9992592593
905	-0.01536358115	0.9992592593
906	-0.01535043654	0.9992592593
907	-0.01533798514	0.9992592593
908	-0.01531524674	0.9992592593
909	-0.01530242059	0.9992592593
910	-0.01528701522	0.9992592593
911	-0.01526712893	0.9992592593
912	-0.01525012959	0.9992592593
913	-0.01523557703	0.9992592593
914	-0.0152175543	0.9992592593
915	-0.01519959658	0.9992592593
916	-0.01517805371	0.9992592593
917	-0.01516158028	0.9992592593
918	-0.01514064758	0.9992592593
919	-0.01510277368	0.9992592593
920	-0.01507414154	0.9992592593
921	-0.01505850927	0.9992592593
922	-0.01504034483	0.9992592593
923	-0.01502232019	0.9992592593
924	-0.01500909015	0.9992592593
925	-0.01499283585	0.9992592593
926	-0.01497374312	0.9992592593
927	-0.01495324541	0.9992592593
928	-0.01493644533	0.9992592593
929	-0.01490860864	0.9992592593
930	-0.01488771219	0.9992592593
931	-0.01486762655	0.9992592593
932	-0.01484941149	0.9992592593
933	-0.01482925751	0.9992592593
934	-0.01480826128	0.9992592593
935	-0.01479314179	0.9992592593
936	-0.01478394471	0.9992592593
937	-0.01476964437	0.9992592593
938	-0.0147504584	0.9992592593
939	-0.01473214659	0.9992592593
940	-0.01470885631	0.9992592593
941	-0.01469669498	0.9992592593
942	-0.01467532729	0.9992592593
943	-0.01463503049	0.9992592593
944	-0.01462420593	0.9992592593
945	-0.01460844347	0.9992592593
946	-0.01458363373	0.9992592593
947	-0.01456515507	0.9992592593
948	-0.01454754895	0.9992592593
949	-0.01452494016	0.9992592593
950	-0.01451385629	0.9992592593
951	-0.01449595673	0.9992592593
952	-0.01448260381	0.9992592593
953	-0.01446406989	0.9992592593
954	-0.01444266129	0.9992592593
955	-0.01441882737	0.9992592593
956	-0.01440392925	0.9992592593
957	-0.01438205246	0.9992592593
958	-0.01436270294	0.9992592593
959	-0.01434286062	0.9992592593
960	-0.01432527199	0.9992592593
961	-0.01430856211	0.9992592593
962	-0.0142799833	0.9992592593
963	-0.01426805316	0.9992592593
964	-0.01425273326	0.9992592593
965	-0.01423348858	0.9992592593
966	-0.01421899834	0.9992592593
967	-0.01420347071	0.9992592593
968	-0.01419190522	0.9992592593
969	-0.01417340594	0.9992592593
970	-0.01415607621	0.9992592593
971	-0.01414796331	0.9992592593
972	-0.01413148917	0.9992592593
973	-0.01412060973	0.9992592593
974	-0.0141008996	0.9992592593
975	-0.01408851796	0.9992592593
976	-0.01407287352	0.9992592593
977	-0.01405547212	0.9992592593
978	-0.01404544211	0.9992592593
979	-0.01402873962	0.9992592593
980	-0.01401709042	0.9992592593
981	-0.01400265849	0.9992592593
982	-0.01398376335	0.9992592593
983	-0.01396521597	0.9992592593
984	-0.01395507682	0.9992592593
985	-0.01394310741	0.9992592593
986	-0.0139289035	0.9992592593
987	-0.01391301489	0.9992592593
988	-0.01389563384	0.9992592593
989	-0.0138796651	0.9992592593
990	-0.01386288346	0.9992592593
991	-0.01385045988	0.9992592593
992	-0.01383746682	0.9992592593
993	-0.01382470206	0.9992592593
994	-0.01380061526	0.9992592593
995	-0.0137856902	0.9992592593
996	-0.01377625994	0.9992592593
997	-0.01374803043	0.9992592593
998	-0.01373255788	0.9992592593
999	-0.01371498632	0.9992592593
