iter	MultiClass	Accuracy
130	-0.1888870752	0.9874074074
131	-0.1872475727	0.9881481481
132	-0.1858109617	0.9881481481
133	-0.1843376421	0.9888888889
134	-0.1825495205	0.9888888889
135	-0.1806976262	0.9888888889
136	-0.1792420543	0.9888888889
137	-0.176680027	0.9888888889
138	-0.1747157889	0.9888888889
139	-0.1726562546	0.9881481481
140	-0.1710833776	0.9888888889
141	-0.1695370673	0.9888888889
142	-0.1682850859	0.9888888889
143	-0.1670832372	0.9888888889
144	-0.1654824423	0.9881481481
145	-0.1642099367	0.9881481481
146	-0.1633947542	0.9881481481
147	-0.1615498391	0.9874074074
148	-0.1601350136	0.9874074074
149	-0.1586968514	0.9874074074
150	-0.1571215097	0.9881481481
151	-0.155683521	0.9888888889
152	-0.1544205495	0.9888888889
153	-0.152751553	0.9881481481
154	-0.1509952239	0.9881481481
155	-0.1496363996	0.9881481481
156	-0.1488918715	0.9881481481
157	-0.1478336304	0.9888888889
158	-0.1466107512	0.9888888889
159	-0.1446713879	0.9896296296
160	-0.1430136011	0.9881481481
161	-0.1415980297	0.9888888889
162	-0.1406966722	0.9888888889
163	-0.1398825664	0.9896296296
164	-0.1389464226	0.9896296296
165	-0.137827456	0.9896296296
166	-0.1366524911	0.9888888889
167	-0.1359537815	0.9888888889
168	-0.1348428208	0.9896296296
169	-0.1339635139	0.9888888889
170	-0.1329368558	0.9881481481
171	-0.1319518648	0.9881481481
172	-0.1305583219	0.9888888889
173	-0.1292131008	0.9888888889
174	-0.1282490352	0.9896296296
175	-0.1276148092	0.9896296296
176	-0.1265368754	0.9896296296
177	-0.1258952112	0.9896296296
178	-0.1250976193	0.9896296296
179	-0.1242083955	0.9896296296
180	-0.1230480606	0.9896296296
181	-0.1220676658	0.9896296296
182	-0.1211537271	0.9896296296
183	-0.1205217175	0.9896296296
184	-0.1198528898	0.9896296296
185	-0.118914127	0.9896296296
186	-0.1176436066	0.9896296296
187	-0.1169118577	0.9896296296
188	-0.1161473173	0.9896296296
189	-0.1154413701	0.9896296296
190	-0.1145115654	0.9903703704
191	-0.1139285684	0.9903703704
192	-0.1132890957	0.9903703704
193	-0.1126750539	0.9903703704
194	-0.1121092968	0.9903703704
195	-0.111272123	0.9896296296
196	-0.1106539859	0.9896296296
197	-0.1100085398	0.9896296296
198	-0.1091022624	0.9896296296
199	-0.1085900426	0.9896296296
200	-0.107854543	0.9903703704
201	-0.1073395291	0.9903703704
202	-0.1065277953	0.9896296296
203	-0.1055863701	0.9903703704
204	-0.1050328284	0.9896296296
205	-0.1041727523	0.9903703704
206	-0.1035486242	0.9903703704
207	-0.1026620343	0.9903703704
208	-0.1020831773	0.9903703704
209	-0.1013509767	0.9903703704
210	-0.1006689916	0.9903703704
211	-0.100161313	0.9903703704
212	-0.09948654358	0.9903703704
213	-0.09870602452	0.9903703704
214	-0.09840225405	0.9903703704
215	-0.09782248414	0.9903703704
216	-0.09709765061	0.9903703704
217	-0.09656517943	0.9903703704
218	-0.0959981581	0.9903703704
219	-0.09544441179	0.9903703704
220	-0.09492101848	0.9903703704
221	-0.09429560262	0.9896296296
222	-0.09362650879	0.9896296296
223	-0.09320725129	0.9903703704
224	-0.09285607371	0.9903703704
225	-0.09205721738	0.9896296296
226	-0.09136951128	0.9896296296
227	-0.09089619173	0.9896296296
228	-0.09015242369	0.9896296296
229	-0.08970051056	0.9896296296
230	-0.08921371354	0.9896296296
231	-0.08868305614	0.9896296296
232	-0.08813113265	0.9896296296
233	-0.08746171563	0.9896296296
234	-0.08702472295	0.9896296296
235	-0.08643060654	0.9896296296
236	-0.08582830193	0.9888888889
237	-0.08520742166	0.9888888889
238	-0.08457659485	0.9896296296
239	-0.08407105212	0.9896296296
240	-0.0836473387	0.9896296296
241	-0.08318265138	0.9896296296
242	-0.08286085433	0.9896296296
243	-0.08228112276	0.9903703704
244	-0.08175437198	0.9903703704
245	-0.08119911417	0.9896296296
246	-0.08082484616	0.9896296296
247	-0.08037024399	0.9896296296
248	-0.07976315768	0.9896296296
249	-0.07919856713	0.9896296296
250	-0.07881842358	0.9896296296
251	-0.078504046	0.9896296296
252	-0.07812870227	0.9896296296
253	-0.07788417606	0.9896296296
254	-0.07733053426	0.9896296296
255	-0.07690951625	0.9896296296
256	-0.07644975137	0.9896296296
257	-0.07605742464	0.9896296296
258	-0.07572199069	0.9896296296
259	-0.07520199793	0.9896296296
260	-0.07467228594	0.9896296296
261	-0.0742852087	0.9896296296
262	-0.07387715536	0.9896296296
263	-0.0734624717	0.9896296296
264	-0.07318374966	0.9903703704
265	-0.07279657643	0.9896296296
266	-0.07232236783	0.9903703704
267	-0.0719065947	0.9896296296
268	-0.07151999797	0.9911111111
269	-0.07117018511	0.9911111111
270	-0.07070286058	0.9911111111
271	-0.07022463517	0.9911111111
272	-0.06980533696	0.9911111111
273	-0.06952385601	0.9911111111
274	-0.06917557546	0.9911111111
275	-0.06882417315	0.9911111111
276	-0.06853633722	0.9911111111
277	-0.06804855013	0.9911111111
278	-0.06774241791	0.9911111111
279	-0.06745564208	0.9911111111
280	-0.06711336339	0.9911111111
281	-0.06674597457	0.9911111111
282	-0.06635602727	0.9918518519
283	-0.06599104222	0.9918518519
284	-0.06565559323	0.9918518519
285	-0.06535871742	0.9911111111
286	-0.06495922804	0.9911111111
287	-0.06462339915	0.9918518519
288	-0.06431189575	0.9918518519
289	-0.06403655136	0.9918518519
290	-0.06376364313	0.9925925926
291	-0.06340127858	0.9918518519
292	-0.06301819896	0.9925925926
293	-0.06269986456	0.9925925926
294	-0.06237581028	0.9925925926
295	-0.06205506069	0.9925925926
296	-0.06169298306	0.9925925926
297	-0.06139374686	0.9925925926
298	-0.06104884787	0.9925925926
299	-0.06073800001	0.9918518519
300	-0.06050082464	0.9925925926
301	-0.06023157126	0.9918518519
302	-0.05994595527	0.9918518519
303	-0.05977505024	0.9918518519
304	-0.05954055146	0.9918518519
305	-0.05930293402	0.9925925926
306	-0.05907758362	0.9925925926
307	-0.0587563279	0.9925925926
308	-0.05855095882	0.9925925926
309	-0.05833795712	0.9925925926
310	-0.05818608964	0.9925925926
311	-0.05794142735	0.9925925926
312	-0.0576218492	0.9925925926
313	-0.05732837513	0.9925925926
314	-0.05704400833	0.9918518519
315	-0.05671548736	0.9918518519
316	-0.05648230528	0.9925925926
317	-0.05629332419	0.9925925926
318	-0.0560214364	0.9925925926
319	-0.0557293335	0.9925925926
320	-0.05551956817	0.9925925926
321	-0.05526531461	0.9925925926
322	-0.05495012051	0.9918518519
323	-0.05466486848	0.9918518519
324	-0.05441119124	0.9918518519
325	-0.05421104521	0.9925925926
326	-0.05390932162	0.9918518519
327	-0.05362614421	0.9918518519
328	-0.05336387894	0.9911111111
329	-0.05307007009	0.9918518519
330	-0.05280642071	0.9918518519
331	-0.05256814645	0.9918518519
332	-0.05235540421	0.9925925926
333	-0.05216413602	0.9925925926
334	-0.05193244959	0.9925925926
335	-0.05171916317	0.9925925926
336	-0.05149891546	0.9925925926
337	-0.0513484216	0.9925925926
338	-0.05113650201	0.9925925926
339	-0.05092136152	0.9925925926
340	-0.05071996511	0.9925925926
341	-0.05054377545	0.9925925926
342	-0.05033577185	0.9925925926
343	-0.05015471662	0.9925925926
344	-0.04998154498	0.9918518519
345	-0.04980273934	0.9925925926
346	-0.04955520162	0.9918518519
347	-0.04938580255	0.9918518519
348	-0.04919253624	0.9918518519
349	-0.04899572259	0.9918518519
350	-0.04885275986	0.9918518519
351	-0.04870626082	0.9918518519
352	-0.04853276175	0.9918518519
353	-0.04836172389	0.9918518519
354	-0.04818164904	0.9918518519
355	-0.04798267945	0.9918518519
356	-0.04779772977	0.9918518519
357	-0.04763607509	0.9918518519
358	-0.04746759377	0.9925925926
359	-0.04729157044	0.9925925926
360	-0.04710265536	0.9925925926
361	-0.04695186005	0.9925925926
362	-0.04679774364	0.9925925926
363	-0.04663132835	0.9925925926
364	-0.04650375497	0.9925925926
365	-0.04635911613	0.9925925926
366	-0.04622055434	0.9925925926
367	-0.04600361047	0.9925925926
368	-0.04581720117	0.9925925926
369	-0.04566887961	0.9933333333
370	-0.04552571222	0.9940740741
371	-0.04534418435	0.9948148148
372	-0.04521904622	0.9948148148
373	-0.04503154672	0.9948148148
374	-0.04486961836	0.9955555556
375	-0.04472863065	0.9955555556
376	-0.04455498533	0.9955555556
377	-0.04440257289	0.9955555556
378	-0.04423783297	0.9955555556
379	-0.04408437592	0.9955555556
380	-0.043921882	0.9955555556
381	-0.04374285604	0.9955555556
382	-0.04363043497	0.9955555556
383	-0.04347029042	0.9955555556
384	-0.04334134633	0.9955555556
385	-0.04319031706	0.9955555556
386	-0.04306966317	0.9955555556
387	-0.04287853803	0.9955555556
388	-0.04271666706	0.9955555556
389	-0.04255271197	0.9955555556
390	-0.04243191273	0.9955555556
391	-0.0423042452	0.9955555556
392	-0.04217059379	0.9955555556
393	-0.04200861141	0.9955555556
394	-0.04188848156	0.9955555556
395	-0.04178294453	0.9955555556
396	-0.04158948278	0.9955555556
397	-0.04146320175	0.9955555556
398	-0.04130579029	0.9955555556
399	-0.04114622212	0.9955555556
400	-0.04100194104	0.9955555556
401	-0.04086684577	0.9955555556
402	-0.04073313538	0.9955555556
403	-0.04058794286	0.9955555556
404	-0.04045067655	0.9955555556
405	-0.04033095588	0.9955555556
406	-0.04024651394	0.9955555556
407	-0.04013056645	0.9955555556
408	-0.0400314872	0.9955555556
409	-0.03992061692	0.9955555556
410	-0.03979161147	0.9955555556
411	-0.03967324281	0.9955555556
412	-0.03954358384	0.9955555556
413	-0.03942961251	0.9955555556
414	-0.03932926336	0.9955555556
415	-0.0392042995	0.9955555556
416	-0.03907268341	0.9955555556
417	-0.03894999768	0.9955555556
418	-0.03886902516	0.9955555556
419	-0.03875416315	0.9955555556
420	-0.03861322216	0.9962962963
421	-0.0385016067	0.9962962963
422	-0.03840965554	0.9962962963
423	-0.03830653855	0.9962962963
424	-0.03819027581	0.9962962963
425	-0.03806736913	0.9955555556
426	-0.03793512004	0.9962962963
427	-0.03780770837	0.9962962963
428	-0.03773822623	0.9962962963
429	-0.03761929638	0.9962962963
430	-0.03750497597	0.9962962963
431	-0.03735616219	0.9962962963
432	-0.03727060927	0.9962962963
433	-0.03716840134	0.9962962963
434	-0.03706254625	0.9962962963
435	-0.0369713856	0.9962962963
436	-0.03686394108	0.9962962963
437	-0.03677422091	0.9962962963
438	-0.03667419532	0.9962962963
439	-0.03656991262	0.9962962963
440	-0.03645017669	0.9962962963
441	-0.0363041463	0.9962962963
442	-0.036216621	0.9962962963
443	-0.03613863056	0.9962962963
444	-0.03605208593	0.9962962963
445	-0.03595245927	0.9962962963
446	-0.03585421577	0.9962962963
447	-0.03577783805	0.9962962963
448	-0.03568026933	0.9962962963
449	-0.0355711784	0.9962962963
450	-0.03550457838	0.9962962963
451	-0.03536554838	0.9962962963
452	-0.03524657038	0.9962962963
453	-0.03515433802	0.9962962963
454	-0.03506628339	0.9962962963
455	-0.03496832487	0.9962962963
456	-0.03485835788	0.9962962963
457	-0.03475614793	0.9962962963
458	-0.03465401687	0.9962962963
459	-0.03457117504	0.9962962963
460	-0.03447069348	0.9962962963
461	-0.03437114948	0.9962962963
462	-0.03425592672	0.9962962963
463	-0.03416288693	0.9962962963
464	-0.03408519648	0.9962962963
465	-0.0339629039	0.9962962963
466	-0.03387413269	0.9962962963
467	-0.03380035252	0.9962962963
468	-0.0337186396	0.9962962963
469	-0.03363003246	0.9962962963
470	-0.03355057078	0.9962962963
471	-0.033462456	0.9962962963
472	-0.0333992991	0.9962962963
473	-0.03331179056	0.9962962963
474	-0.03321090693	0.9955555556
475	-0.03314175923	0.9962962963
476	-0.0330420067	0.9962962963
477	-0.03298052267	0.9962962963
478	-0.03288853025	0.9962962963
479	-0.03280656939	0.9962962963
480	-0.03274279232	0.9962962963
481	-0.03265586254	0.9962962963
482	-0.03257262447	0.9962962963
483	-0.03249192264	0.9962962963
484	-0.0324390194	0.9962962963
485	-0.03234038811	0.9962962963
486	-0.03224972148	0.9962962963
487	-0.03216161437	0.9962962963
488	-0.03207277074	0.9962962963
489	-0.031993905	0.9962962963
490	-0.03190967297	0.9962962963
491	-0.03185118646	0.9962962963
492	-0.0317607907	0.9962962963
493	-0.03167712192	0.9962962963
494	-0.03160389344	0.9962962963
495	-0.03152190762	0.9962962963
496	-0.03144297456	0.9962962963
497	-0.03136762212	0.9962962963
498	-0.03127326508	0.9962962963
499	-0.03122148728	0.9962962963
500	-0.03114109335	0.9962962963
501	-0.03106779321	0.9962962963
502	-0.03099319604	0.9962962963
503	-0.03092274968	0.9962962963
504	-0.03087068885	0.9962962963
505	-0.03079860469	0.9962962963
506	-0.03073894985	0.9962962963
507	-0.030670154	0.9962962963
508	-0.03058037739	0.9962962963
509	-0.03050634765	0.9962962963
510	-0.03042315325	0.9962962963
511	-0.0303352164	0.9962962963
512	-0.03025448518	0.9962962963
513	-0.03018847736	0.9962962963
514	-0.03011022733	0.9962962963
515	-0.03006260937	0.9962962963
516	-0.02999790012	0.9962962963
517	-0.02992818537	0.9962962963
518	-0.02983285674	0.9962962963
519	-0.02978473184	0.9962962963
520	-0.02972125581	0.9962962963
521	-0.02966280301	0.9962962963
522	-0.02960549883	0.9962962963
523	-0.02954261954	0.9962962963
524	-0.02947835161	0.9962962963
525	-0.02940487931	0.9962962963
526	-0.029357205	0.9962962963
527	-0.02928797976	0.9962962963
528	-0.02921393527	0.9962962963
529	-0.02915969306	0.9962962963
530	-0.02907908138	0.9962962963
531	-0.02901253042	0.9962962963
532	-0.02893703955	0.9962962963
533	-0.02889168051	0.9962962963
534	-0.02883325971	0.9962962963
535	-0.02875060758	0.9962962963
536	-0.02865550576	0.9962962963
537	-0.02859734385	0.9962962963
538	-0.02855603265	0.9962962963
539	-0.02848284098	0.9962962963
540	-0.02839722759	0.9962962963
541	-0.02835049774	0.9962962963
542	-0.02829165403	0.9962962963
543	-0.02824146465	0.9962962963
544	-0.02817116597	0.9962962963
545	-0.0281109421	0.9962962963
546	-0.02804432932	0.9962962963
547	-0.02800190693	0.9962962963
548	-0.02797177315	0.9962962963
549	-0.02789676557	0.9962962963
550	-0.02785428928	0.9962962963
551	-0.02777576084	0.9962962963
552	-0.02772601317	0.9962962963
553	-0.02765874675	0.9962962963
554	-0.02760622129	0.9962962963
555	-0.0275526736	0.9962962963
556	-0.02750378246	0.9962962963
557	-0.02743433089	0.9962962963
558	-0.02739483731	0.9962962963
559	-0.02733776155	0.9962962963
560	-0.02728351618	0.9962962963
561	-0.02722084197	0.9962962963
562	-0.02718564854	0.9962962963
563	-0.02714388874	0.9962962963
564	-0.02707924786	0.9962962963
565	-0.02701333601	0.9962962963
566	-0.02694689475	0.9962962963
567	-0.02690487345	0.9962962963
568	-0.02686518174	0.9962962963
569	-0.02682253441	0.9962962963
570	-0.02677843371	0.9962962963
571	-0.02671578039	0.9962962963
572	-0.02666172358	0.9962962963
573	-0.02661169473	0.9962962963
574	-0.02655667418	0.9962962963
575	-0.02651015071	0.9962962963
576	-0.02646204728	0.9962962963
577	-0.0264218441	0.9962962963
578	-0.02637633844	0.9962962963
579	-0.02632038536	0.9962962963
580	-0.02626574626	0.9962962963
581	-0.02621668646	0.9962962963
582	-0.02617805831	0.9962962963
583	-0.02608822341	0.9962962963
584	-0.02602403068	0.997037037
585	-0.02596559737	0.997037037
586	-0.02589757231	0.997037037
587	-0.02582069185	0.997037037
588	-0.02576286437	0.997037037
589	-0.02572615437	0.997037037
590	-0.02566054038	0.997037037
591	-0.02559725724	0.997037037
592	-0.02554801628	0.997037037
593	-0.02551265146	0.997037037
594	-0.02546500701	0.997037037
595	-0.02541695565	0.997037037
596	-0.02535782093	0.997037037
597	-0.02530536786	0.997037037
598	-0.0252591136	0.997037037
599	-0.02520760561	0.997037037
600	-0.02515624682	0.9977777778
601	-0.02509535727	0.9977777778
602	-0.02502921215	0.9977777778
603	-0.02494531503	0.9977777778
604	-0.02488327385	0.9977777778
605	-0.02484748225	0.9977777778
606	-0.02479433849	0.9977777778
607	-0.0247422881	0.9977777778
608	-0.02468429074	0.9977777778
609	-0.02461976938	0.9977777778
610	-0.02456888016	0.9977777778
611	-0.02450962023	0.9977777778
612	-0.02447204345	0.9977777778
613	-0.02443295357	0.9977777778
614	-0.02438741648	0.9977777778
615	-0.02434830125	0.9977777778
616	-0.02431233799	0.9977777778
617	-0.02426399037	0.9977777778
618	-0.02421681635	0.9977777778
619	-0.0241743022	0.9977777778
620	-0.02413830544	0.9977777778
621	-0.0240922481	0.9977777778
622	-0.02403696679	0.9977777778
623	-0.02400460867	0.9977777778
624	-0.02397795621	0.9977777778
625	-0.02391846233	0.9977777778
626	-0.02386727651	0.9977777778
627	-0.02382989723	0.9977777778
628	-0.0237926725	0.9977777778
629	-0.02372579005	0.9977777778
630	-0.02368107891	0.9977777778
631	-0.02364581538	0.9977777778
632	-0.02360392338	0.9977777778
633	-0.02356642374	0.9977777778
634	-0.02352559144	0.9977777778
635	-0.0234868246	0.9977777778
636	-0.02343692913	0.9977777778
637	-0.02340563015	0.9977777778
638	-0.02336065655	0.9977777778
639	-0.02331039654	0.9977777778
640	-0.02326804535	0.9977777778
641	-0.02322406928	0.9977777778
642	-0.02318746985	0.9977777778
643	-0.02314620048	0.9977777778
644	-0.02312355498	0.9977777778
645	-0.02308249187	0.9977777778
646	-0.02303951664	0.9977777778
647	-0.02300572163	0.9977777778
648	-0.02295760705	0.9977777778
649	-0.02291283886	0.9977777778
650	-0.02286934216	0.9977777778
651	-0.02283291941	0.9977777778
652	-0.02276932009	0.9977777778
653	-0.02274077913	0.9977777778
654	-0.02269395913	0.9977777778
655	-0.02264836684	0.9977777778
656	-0.02260185973	0.9977777778
657	-0.02256585648	0.9977777778
658	-0.02251401394	0.9977777778
659	-0.02246779769	0.9985185185
660	-0.02243477038	0.9985185185
661	-0.02238676934	0.9985185185
662	-0.0223417484	0.9985185185
663	-0.02230897035	0.9985185185
664	-0.02227673413	0.9985185185
665	-0.02223741498	0.9985185185
666	-0.02221392852	0.9985185185
667	-0.02218158444	0.9985185185
668	-0.02214249104	0.9985185185
669	-0.02209967715	0.9985185185
670	-0.02203961602	0.9985185185
671	-0.02199360845	0.9985185185
672	-0.02195253233	0.9985185185
673	-0.02191820022	0.9985185185
674	-0.0218635231	0.9985185185
675	-0.0218249613	0.9985185185
676	-0.02179180784	0.9985185185
677	-0.02175953807	0.9985185185
678	-0.02169015699	0.9985185185
679	-0.02165935006	0.9985185185
680	-0.0216244963	0.9985185185
681	-0.02159389681	0.9985185185
682	-0.02155639405	0.9985185185
683	-0.0215246142	0.9985185185
684	-0.02149204625	0.9985185185
685	-0.02144924235	0.9985185185
686	-0.02141334974	0.9985185185
687	-0.02139586594	0.9985185185
688	-0.02135966279	0.9985185185
689	-0.02132473144	0.9985185185
690	-0.0212977442	0.9985185185
691	-0.02126164583	0.9985185185
692	-0.0212310998	0.9985185185
693	-0.02120229447	0.9985185185
694	-0.02117554824	0.9985185185
695	-0.02114167899	0.9985185185
696	-0.02111464804	0.9985185185
697	-0.0210754797	0.9985185185
698	-0.02104498543	0.9985185185
699	-0.02101514481	0.9985185185
700	-0.02097933735	0.9985185185
701	-0.02094063745	0.9985185185
702	-0.02091331302	0.9985185185
703	-0.02086895065	0.9985185185
704	-0.02083862418	0.9985185185
705	-0.02080856669	0.9985185185
706	-0.02078223492	0.9985185185
707	-0.02075003614	0.9985185185
708	-0.02070687988	0.9985185185
709	-0.02066650216	0.9985185185
710	-0.0206176343	0.9985185185
711	-0.02057975411	0.9985185185
712	-0.02054989167	0.9985185185
713	-0.02051559958	0.9985185185
714	-0.0204777586	0.9985185185
715	-0.02044432723	0.9985185185
716	-0.02041744141	0.9985185185
717	-0.02036597216	0.9985185185
718	-0.02033524179	0.9985185185
719	-0.020303528	0.9985185185
720	-0.02026737915	0.9985185185
721	-0.02023402493	0.9985185185
722	-0.0202071412	0.9985185185
723	-0.020176739	0.9985185185
724	-0.02012980755	0.9985185185
725	-0.02010904574	0.9985185185
726	-0.0200715179	0.9985185185
727	-0.02003263115	0.9985185185
728	-0.01999596504	0.9985185185
729	-0.01996853826	0.9985185185
730	-0.01993695562	0.9985185185
731	-0.01990240817	0.9985185185
732	-0.01987904529	0.9985185185
733	-0.01984464264	0.9985185185
734	-0.01980955347	0.9985185185
735	-0.01977654255	0.9985185185
736	-0.01973651505	0.9985185185
737	-0.01970261841	0.9985185185
738	-0.01967842047	0.9985185185
739	-0.01964594164	0.9985185185
740	-0.01961248336	0.9985185185
741	-0.01958277933	0.9985185185
742	-0.01955375656	0.9985185185
743	-0.01953206803	0.9985185185
744	-0.01950057144	0.9985185185
745	-0.01947543301	0.9985185185
746	-0.01944275579	0.9985185185
747	-0.01941100727	0.9985185185
748	-0.01938676069	0.9985185185
749	-0.01936218353	0.9985185185
750	-0.01932827861	0.9985185185
751	-0.01930554578	0.9985185185
752	-0.01927119814	0.9985185185
753	-0.01924549385	0.9985185185
754	-0.0192165186	0.9985185185
755	-0.01917077294	0.9985185185
756	-0.01914499605	0.9985185185
757	-0.01910696504	0.9985185185
758	-0.01908518606	0.9985185185
759	-0.01905136891	0.9985185185
760	-0.01902649851	0.9985185185
761	-0.01898461087	0.9985185185
762	-0.01894617453	0.9985185185
763	-0.01891717485	0.9985185185
764	-0.01888242104	0.9985185185
765	-0.01886298193	0.9985185185
766	-0.01882520286	0.9985185185
767	-0.0187999612	0.9985185185
768	-0.01877407187	0.9985185185
769	-0.01875183397	0.9985185185
770	-0.01872711474	0.9985185185
771	-0.01869255975	0.9985185185
772	-0.0186750247	0.9985185185
773	-0.01864404993	0.9985185185
774	-0.01861874658	0.9985185185
775	-0.01858265932	0.9985185185
776	-0.01854454382	0.9985185185
777	-0.01852375013	0.9985185185
778	-0.01850138655	0.9985185185
779	-0.01847738474	0.9985185185
780	-0.0184494519	0.9985185185
781	-0.01842117384	0.9985185185
782	-0.01839313256	0.9985185185
783	-0.01835489226	0.9985185185
784	-0.01832275109	0.9985185185
785	-0.01830153058	0.9985185185
786	-0.01825401014	0.9985185185
787	-0.01823095472	0.9985185185
788	-0.01820335456	0.9985185185
789	-0.01818243226	0.9985185185
790	-0.01815314641	0.9985185185
791	-0.01812112708	0.9985185185
792	-0.01810226675	0.9985185185
793	-0.01806610952	0.9985185185
794	-0.01804047265	0.9985185185
795	-0.0180040377	0.9985185185
796	-0.0179690006	0.9992592593
797	-0.01794464243	0.9992592593
798	-0.01790652152	0.9992592593
799	-0.01787203589	0.9992592593
800	-0.01784108727	0.9992592593
801	-0.01779198097	0.9992592593
802	-0.01776311438	0.9992592593
803	-0.01773703799	0.9992592593
804	-0.0177121076	0.9992592593
805	-0.01767773296	0.9992592593
806	-0.01764346542	0.9992592593
807	-0.01761701956	0.9992592593
808	-0.01758665047	0.9992592593
809	-0.01756054247	0.9992592593
810	-0.01753888829	0.9992592593
811	-0.01751772361	0.9992592593
812	-0.01749228622	0.9992592593
813	-0.01746755248	0.9992592593
814	-0.0174363747	0.9992592593
815	-0.01741034717	0.9992592593
816	-0.01738084936	0.9992592593
817	-0.01734998634	0.9992592593
818	-0.01732967514	0.9992592593
819	-0.01731026724	0.9992592593
820	-0.01728563412	0.9992592593
821	-0.01726011537	0.9992592593
822	-0.01722275882	0.9992592593
823	-0.01720005943	0.9992592593
824	-0.01717182909	0.9992592593
825	-0.01713985102	0.9992592593
