iter	MultiClass	Accuracy
140	-0.4283665399	0.9066666667
141	-0.426502524	0.9055555556
142	-0.4244215698	0.9077777778
143	-0.4225742202	0.9077777778
144	-0.4207488394	0.9066666667
145	-0.4199431258	0.9066666667
146	-0.4181469805	0.9077777778
147	-0.4158405057	0.9066666667
148	-0.4140055705	0.9077777778
149	-0.412430184	0.9077777778
150	-0.4110266444	0.9077777778
151	-0.4092748113	0.9077777778
152	-0.4076768385	0.9077777778
153	-0.4055018052	0.9088888889
154	-0.4039056273	0.9088888889
155	-0.4026717188	0.9088888889
156	-0.4008590283	0.9088888889
157	-0.3991852626	0.91
158	-0.3977889809	0.91
159	-0.3958855214	0.9088888889
160	-0.3939656121	0.91
161	-0.3924386848	0.91
162	-0.3908245177	0.91
163	-0.3894421122	0.91
164	-0.3879159407	0.9111111111
165	-0.3865169953	0.91
166	-0.3850387975	0.9111111111
167	-0.3831688947	0.91
168	-0.3817770865	0.91
169	-0.3805944416	0.9122222222
170	-0.3792996912	0.9111111111
171	-0.3781286555	0.9111111111
172	-0.3768202991	0.9122222222
173	-0.3748078661	0.9111111111
174	-0.3734973205	0.9111111111
175	-0.3724180895	0.9111111111
176	-0.3715107214	0.9111111111
177	-0.3697413351	0.9111111111
178	-0.3688837419	0.9111111111
179	-0.36797643	0.9111111111
180	-0.3670977484	0.9111111111
181	-0.3655912809	0.9111111111
182	-0.3645255784	0.9111111111
183	-0.3630591243	0.9111111111
184	-0.3610232614	0.9122222222
185	-0.3596051076	0.9111111111
186	-0.3585027103	0.9111111111
187	-0.3572895896	0.9122222222
188	-0.3559606378	0.9122222222
189	-0.3547764667	0.9122222222
190	-0.3536159375	0.9122222222
191	-0.3527215529	0.9122222222
192	-0.3516059365	0.9122222222
193	-0.3495777752	0.9111111111
194	-0.3481457912	0.9111111111
195	-0.3469823181	0.9111111111
196	-0.345905015	0.9111111111
197	-0.3446577734	0.9111111111
198	-0.3438294173	0.9111111111
199	-0.3429720179	0.9111111111
200	-0.3417593368	0.9144444444
201	-0.3408953177	0.9144444444
202	-0.3399234132	0.9144444444
203	-0.3390453642	0.9133333333
204	-0.3379195182	0.9155555556
205	-0.3366771953	0.9155555556
206	-0.3360384574	0.9155555556
207	-0.3347718194	0.9155555556
208	-0.3337756361	0.9155555556
209	-0.3328409331	0.9155555556
210	-0.3320341374	0.9155555556
211	-0.3310776591	0.9155555556
212	-0.3295197256	0.9155555556
213	-0.3283586336	0.9155555556
214	-0.327435058	0.9155555556
215	-0.3264998077	0.9155555556
216	-0.3249775678	0.9177777778
217	-0.3234400844	0.9166666667
218	-0.3222991638	0.9166666667
219	-0.3215206333	0.9166666667
220	-0.3209150947	0.9166666667
221	-0.31928465	0.9166666667
222	-0.3182848617	0.9166666667
223	-0.317562398	0.9166666667
224	-0.3168352487	0.9177777778
225	-0.3156722872	0.9177777778
226	-0.3150213258	0.9177777778
227	-0.3138922389	0.9177777778
228	-0.3132104982	0.9177777778
229	-0.3119967211	0.9188888889
230	-0.3111578175	0.9188888889
231	-0.3098530976	0.9188888889
232	-0.3086912435	0.9188888889
233	-0.3077413881	0.9188888889
234	-0.307019362	0.9188888889
235	-0.3061996527	0.9188888889
236	-0.3053054431	0.9211111111
237	-0.3046608742	0.9222222222
238	-0.3038573917	0.9233333333
239	-0.3029282314	0.9233333333
240	-0.3019267454	0.9244444444
241	-0.3011202223	0.9244444444
242	-0.3002617838	0.9255555556
243	-0.2997703432	0.9244444444
244	-0.2985677283	0.9244444444
245	-0.2978030645	0.9255555556
246	-0.2970257622	0.9277777778
247	-0.2962733763	0.9277777778
248	-0.2955222021	0.9277777778
249	-0.2949940996	0.93
250	-0.2941199268	0.93
251	-0.2935119523	0.93
252	-0.2923002232	0.9288888889
253	-0.2915212542	0.9288888889
254	-0.2911915551	0.9288888889
255	-0.2908175065	0.93
256	-0.2899957128	0.9288888889
257	-0.2892894817	0.9288888889
258	-0.2882224709	0.9311111111
259	-0.2872149046	0.9311111111
260	-0.2867356783	0.9322222222
261	-0.2857431917	0.9322222222
262	-0.2851367468	0.9311111111
263	-0.2846249844	0.9311111111
264	-0.2834568694	0.93
265	-0.2829971317	0.93
266	-0.2823517085	0.93
267	-0.2819433141	0.93
268	-0.2815153884	0.9311111111
269	-0.2807101816	0.9322222222
270	-0.2799037376	0.9333333333
271	-0.2790582476	0.9333333333
272	-0.2785472651	0.9344444444
273	-0.277823742	0.9333333333
274	-0.2773161283	0.9344444444
275	-0.276585285	0.9333333333
276	-0.275887935	0.9333333333
277	-0.2755145365	0.9333333333
278	-0.2748611341	0.9333333333
279	-0.2744517289	0.9333333333
280	-0.2736921517	0.9333333333
281	-0.2732837555	0.9333333333
282	-0.2727838723	0.9333333333
283	-0.272440983	0.9333333333
284	-0.2714469599	0.9344444444
285	-0.2710140747	0.9344444444
286	-0.2705344599	0.9344444444
287	-0.2695334519	0.9344444444
288	-0.2690500548	0.9333333333
289	-0.2680143044	0.9344444444
290	-0.2671648479	0.9344444444
291	-0.266599566	0.9344444444
292	-0.2659027736	0.9344444444
293	-0.2651194403	0.9333333333
294	-0.2645003369	0.9333333333
295	-0.2636695637	0.9333333333
296	-0.2627810315	0.9333333333
297	-0.2621118027	0.9333333333
298	-0.2617861886	0.9333333333
299	-0.2613530296	0.9333333333
300	-0.2606956279	0.9333333333
301	-0.2602136009	0.9333333333
302	-0.259748391	0.9333333333
303	-0.2590336547	0.9333333333
304	-0.2583371435	0.9344444444
305	-0.2572741601	0.9344444444
306	-0.2567657838	0.9344444444
307	-0.255746952	0.9355555556
308	-0.2552273721	0.9355555556
309	-0.2546583825	0.9355555556
310	-0.2542730709	0.9355555556
311	-0.2535620825	0.9355555556
312	-0.2533215677	0.9355555556
313	-0.2528494497	0.9366666667
314	-0.2521315855	0.9366666667
315	-0.2518338439	0.9366666667
316	-0.2514151359	0.9366666667
317	-0.2509976774	0.9377777778
318	-0.2501769742	0.9377777778
319	-0.2494273063	0.9377777778
320	-0.2490428776	0.9377777778
321	-0.2487821916	0.9377777778
322	-0.2480299104	0.9377777778
323	-0.2476159479	0.9377777778
324	-0.2473409763	0.9377777778
325	-0.2468300654	0.9377777778
326	-0.246436093	0.9377777778
327	-0.2461427373	0.9377777778
328	-0.2454383621	0.9377777778
329	-0.2449880805	0.9377777778
330	-0.2445183947	0.9377777778
331	-0.2442756507	0.9377777778
332	-0.2440078426	0.9377777778
333	-0.2436545623	0.9377777778
334	-0.2432262233	0.9377777778
335	-0.2422814601	0.9355555556
336	-0.241687085	0.9355555556
337	-0.241350208	0.9355555556
338	-0.2406052947	0.9355555556
339	-0.2400481113	0.9355555556
340	-0.2395745145	0.9355555556
341	-0.2386908725	0.9366666667
342	-0.2380423238	0.9366666667
343	-0.2377972069	0.9366666667
344	-0.2373712986	0.9377777778
345	-0.2368799906	0.9377777778
346	-0.2363495631	0.9377777778
347	-0.2357428696	0.9377777778
348	-0.2348431645	0.9388888889
349	-0.2341704235	0.9388888889
350	-0.2335279337	0.9377777778
351	-0.2332831139	0.9377777778
352	-0.2330493497	0.9377777778
353	-0.2325833389	0.9377777778
354	-0.2317047055	0.94
355	-0.2313705775	0.94
356	-0.2308830943	0.94
357	-0.2301653365	0.94
358	-0.2298954026	0.94
359	-0.2292765168	0.94
360	-0.2289333051	0.94
361	-0.228215628	0.94
362	-0.2278570894	0.94
363	-0.2276621501	0.94
364	-0.227420775	0.94
365	-0.2271746908	0.94
366	-0.2268109107	0.94
367	-0.2265703213	0.9411111111
368	-0.2261964027	0.9411111111
369	-0.2259400358	0.9411111111
370	-0.2255609535	0.9411111111
371	-0.2252863286	0.9422222222
372	-0.2250762485	0.9422222222
373	-0.2246530755	0.9433333333
374	-0.2243970215	0.9433333333
375	-0.2239610066	0.9433333333
376	-0.2233323864	0.9433333333
377	-0.2229360775	0.9433333333
378	-0.2226446586	0.9433333333
379	-0.2221268044	0.9433333333
380	-0.2217423149	0.9433333333
381	-0.2213064354	0.9433333333
382	-0.2210259076	0.9433333333
383	-0.2202749173	0.9433333333
384	-0.2198350777	0.9433333333
385	-0.2194434552	0.9433333333
386	-0.2189495746	0.9444444444
387	-0.2182689544	0.9444444444
388	-0.2180701419	0.9444444444
389	-0.2176310382	0.9444444444
390	-0.2172732012	0.9444444444
391	-0.2167429955	0.9455555556
392	-0.2163139769	0.9444444444
393	-0.216127526	0.9444444444
394	-0.2158569454	0.9455555556
395	-0.2155137016	0.9455555556
396	-0.2152068726	0.9455555556
397	-0.2147140856	0.9455555556
398	-0.2143679614	0.9455555556
399	-0.2140575642	0.9455555556
400	-0.2131858043	0.9466666667
401	-0.2127376389	0.9466666667
402	-0.2123532245	0.9466666667
403	-0.21197868	0.9466666667
404	-0.2113239142	0.9477777778
405	-0.2111638386	0.9477777778
406	-0.210947099	0.9477777778
407	-0.2106885366	0.9477777778
408	-0.2104757655	0.9477777778
409	-0.2100340716	0.9466666667
410	-0.2097857858	0.9466666667
411	-0.2092639622	0.9477777778
412	-0.2084979732	0.9477777778
413	-0.2083108646	0.9477777778
414	-0.2078028088	0.9488888889
415	-0.2073270848	0.9477777778
416	-0.2069474467	0.9477777778
417	-0.2066619488	0.9477777778
418	-0.2064368572	0.9477777778
419	-0.2062294509	0.9477777778
420	-0.2056832914	0.9477777778
421	-0.2052541234	0.9477777778
422	-0.2048950888	0.9477777778
423	-0.204734101	0.9477777778
424	-0.2043929378	0.9488888889
425	-0.2039948057	0.95
426	-0.2038323145	0.95
427	-0.2034523673	0.95
428	-0.2032921881	0.95
429	-0.2030986399	0.95
430	-0.202578056	0.95
431	-0.2019684567	0.9511111111
432	-0.2016538149	0.9511111111
433	-0.2014459895	0.9511111111
434	-0.2009737495	0.9511111111
435	-0.2007686965	0.9511111111
436	-0.2004532985	0.9511111111
437	-0.2000977421	0.9511111111
438	-0.1998634306	0.9511111111
439	-0.1996031734	0.9511111111
440	-0.1993026323	0.9511111111
441	-0.1989302636	0.9511111111
442	-0.1987301548	0.9522222222
443	-0.1984907633	0.9522222222
444	-0.1982805357	0.9522222222
445	-0.1980953689	0.9522222222
446	-0.1973755285	0.9522222222
447	-0.1971218932	0.9522222222
448	-0.1969088543	0.9522222222
449	-0.196401062	0.9522222222
450	-0.1961071217	0.9522222222
451	-0.1956179675	0.9522222222
452	-0.1952297716	0.9522222222
453	-0.1947133143	0.9522222222
454	-0.1945337586	0.9522222222
455	-0.1939869566	0.9522222222
456	-0.1935361686	0.9522222222
457	-0.1933361854	0.9522222222
458	-0.1928059923	0.9522222222
459	-0.1926706865	0.9522222222
460	-0.192153024	0.9522222222
461	-0.1915607708	0.9522222222
462	-0.1912035837	0.9522222222
463	-0.1910089015	0.9533333333
464	-0.1908385525	0.9533333333
465	-0.1906581783	0.9533333333
466	-0.1904841626	0.9533333333
467	-0.1900904189	0.9533333333
468	-0.1898037812	0.9533333333
469	-0.1895873074	0.9533333333
470	-0.1894073928	0.9533333333
471	-0.1891970631	0.9533333333
472	-0.1889578816	0.9533333333
473	-0.18870163	0.9533333333
474	-0.1881052596	0.9533333333
475	-0.1878923373	0.9533333333
476	-0.1875437555	0.9533333333
477	-0.1873099755	0.9544444444
478	-0.1868365797	0.9544444444
479	-0.1864973021	0.9544444444
480	-0.1861654595	0.9544444444
481	-0.1860517718	0.9544444444
482	-0.1854223843	0.9544444444
483	-0.1852255067	0.9544444444
484	-0.1850927338	0.9544444444
485	-0.1847447708	0.9544444444
486	-0.184341853	0.9544444444
487	-0.184099357	0.9544444444
488	-0.1836665693	0.9544444444
489	-0.1833447603	0.9555555556
490	-0.1830836097	0.9555555556
491	-0.1828533549	0.9555555556
492	-0.1823977074	0.9577777778
493	-0.1821086909	0.9577777778
494	-0.1816550873	0.9577777778
495	-0.1813989845	0.9577777778
496	-0.1811080657	0.9577777778
497	-0.1809439424	0.9577777778
498	-0.180754674	0.9577777778
499	-0.1803582614	0.9577777778
500	-0.180011755	0.9577777778
501	-0.1798357442	0.9577777778
502	-0.1795746176	0.9577777778
503	-0.1790981529	0.9588888889
504	-0.1787592475	0.9588888889
505	-0.1784377002	0.9588888889
506	-0.1782172654	0.9588888889
507	-0.1780131291	0.9588888889
508	-0.1777641239	0.9588888889
509	-0.1774866591	0.9588888889
510	-0.1773945481	0.9588888889
511	-0.1772179046	0.9588888889
512	-0.1770690425	0.9588888889
513	-0.1769606052	0.9588888889
514	-0.176786205	0.9588888889
515	-0.1762789241	0.9588888889
516	-0.1761012238	0.96
517	-0.1759199275	0.96
518	-0.1754845349	0.96
519	-0.1750037167	0.96
520	-0.1745846464	0.96
521	-0.1744891007	0.96
522	-0.1741324966	0.96
523	-0.1738348231	0.96
524	-0.1736778285	0.96
525	-0.1735039012	0.96
526	-0.173177768	0.96
527	-0.1727678115	0.96
528	-0.1724488179	0.96
529	-0.1720214925	0.9611111111
530	-0.171755158	0.9611111111
531	-0.1713331752	0.9611111111
532	-0.171159026	0.9622222222
533	-0.1709115624	0.9622222222
534	-0.1707820254	0.9633333333
535	-0.1704289715	0.9633333333
536	-0.1700963048	0.9633333333
537	-0.1696453254	0.9633333333
538	-0.1693749573	0.9644444444
539	-0.169195371	0.9644444444
540	-0.1689480798	0.9655555556
541	-0.1687308117	0.9655555556
542	-0.1683174093	0.9655555556
543	-0.1681110753	0.9655555556
544	-0.1679647056	0.9655555556
545	-0.1678458539	0.9655555556
546	-0.1676433299	0.9655555556
547	-0.1673967885	0.9655555556
548	-0.1670788574	0.9655555556
549	-0.1669035516	0.9655555556
550	-0.1668298792	0.9655555556
551	-0.1664304299	0.9655555556
552	-0.1661248781	0.9655555556
553	-0.1659917602	0.9655555556
554	-0.1656868435	0.9655555556
555	-0.1653957168	0.9655555556
556	-0.1649333327	0.9655555556
557	-0.1645943926	0.9655555556
558	-0.1643833293	0.9655555556
559	-0.164083442	0.9666666667
560	-0.1639032661	0.9655555556
561	-0.1635608986	0.9666666667
562	-0.1632845381	0.9666666667
563	-0.1630680235	0.9666666667
564	-0.1628896381	0.9666666667
565	-0.1628063973	0.9666666667
566	-0.162377173	0.9666666667
567	-0.1619137416	0.9677777778
568	-0.1617616267	0.9677777778
569	-0.1613675518	0.9677777778
570	-0.161219242	0.9677777778
571	-0.161045488	0.9666666667
572	-0.160812489	0.9666666667
573	-0.1605717749	0.9677777778
574	-0.1603976606	0.9677777778
575	-0.1602521497	0.9677777778
576	-0.1600592048	0.9677777778
577	-0.1598655543	0.9677777778
578	-0.1594677977	0.9677777778
579	-0.1593563623	0.9677777778
580	-0.1590541074	0.9677777778
581	-0.1588094414	0.9677777778
582	-0.1586846161	0.9677777778
583	-0.1584340051	0.9688888889
584	-0.1581509923	0.9688888889
585	-0.1579864245	0.9688888889
586	-0.1576569325	0.9688888889
587	-0.1575652742	0.97
588	-0.1572125045	0.97
589	-0.1569927243	0.97
590	-0.1566428452	0.97
591	-0.1563031338	0.97
592	-0.1559404126	0.97
593	-0.1556534884	0.97
594	-0.1555397722	0.9688888889
595	-0.1552056121	0.97
596	-0.155041701	0.9711111111
597	-0.1549287136	0.97
598	-0.1547047542	0.9711111111
599	-0.154543732	0.9711111111
600	-0.1543497314	0.97
601	-0.1539974447	0.97
602	-0.1536635321	0.97
603	-0.1535084636	0.9722222222
604	-0.1532198859	0.9722222222
605	-0.1530102531	0.9722222222
606	-0.1527931155	0.9711111111
607	-0.1524502853	0.9711111111
608	-0.1521324218	0.9733333333
609	-0.1518602443	0.9733333333
610	-0.1517287259	0.9733333333
611	-0.1515182746	0.9733333333
612	-0.151208794	0.9722222222
613	-0.151111695	0.9722222222
614	-0.1508657511	0.9722222222
615	-0.1506155044	0.9722222222
616	-0.1503090712	0.9722222222
617	-0.1501770688	0.9722222222
618	-0.149923282	0.9722222222
619	-0.1497286643	0.9722222222
620	-0.1496545816	0.9722222222
621	-0.1494078743	0.9733333333
622	-0.149284435	0.9733333333
623	-0.149071332	0.9733333333
624	-0.1488276782	0.9733333333
625	-0.1485273817	0.9733333333
626	-0.1484145854	0.9733333333
627	-0.1483103871	0.9733333333
628	-0.1481086542	0.9733333333
629	-0.1477085173	0.9722222222
630	-0.1473804269	0.9733333333
631	-0.1472894036	0.9733333333
632	-0.1470178601	0.9744444444
633	-0.1469051488	0.9744444444
634	-0.1465359895	0.9744444444
635	-0.1464394066	0.9744444444
636	-0.1463288724	0.9744444444
637	-0.1459872167	0.9744444444
638	-0.1457943934	0.9744444444
639	-0.1454116314	0.9733333333
640	-0.1452197628	0.9744444444
641	-0.1451060108	0.9744444444
642	-0.1449851623	0.9744444444
643	-0.1446487648	0.9744444444
644	-0.1445054385	0.9744444444
645	-0.1442884652	0.9744444444
646	-0.1440540103	0.9755555556
647	-0.1437288228	0.9766666667
648	-0.1435072646	0.9766666667
649	-0.1432269148	0.9766666667
650	-0.1430776558	0.9766666667
651	-0.1428948215	0.9766666667
652	-0.1427621264	0.9766666667
653	-0.142490024	0.9766666667
654	-0.1421968742	0.9766666667
655	-0.1421026416	0.9766666667
656	-0.1420028781	0.9766666667
657	-0.1418680967	0.9766666667
658	-0.1417489089	0.9766666667
659	-0.1416816671	0.9766666667
660	-0.1413533323	0.9777777778
661	-0.1409840772	0.9777777778
662	-0.1406955283	0.9777777778
663	-0.1404960635	0.9777777778
664	-0.140389763	0.9777777778
665	-0.1401745942	0.9777777778
666	-0.1399881526	0.9788888889
667	-0.1398690173	0.9788888889
668	-0.1397543643	0.9788888889
669	-0.1395745388	0.9788888889
670	-0.1393196088	0.9788888889
671	-0.1391236071	0.9788888889
672	-0.1388959977	0.9788888889
673	-0.1388116272	0.9788888889
674	-0.1385423432	0.9788888889
675	-0.1384182687	0.9788888889
676	-0.1382070942	0.9788888889
677	-0.1379693628	0.9788888889
678	-0.13778619	0.9788888889
679	-0.1375406521	0.9788888889
680	-0.1372778736	0.9788888889
681	-0.1370002343	0.9788888889
682	-0.1369518085	0.9788888889
683	-0.136789726	0.9788888889
684	-0.1364494904	0.9788888889
685	-0.136279356	0.9788888889
686	-0.1361474594	0.9788888889
687	-0.1358753543	0.9777777778
688	-0.1357035655	0.9777777778
689	-0.135386517	0.9777777778
690	-0.1351141399	0.9777777778
691	-0.1350199582	0.9777777778
692	-0.1347354322	0.9777777778
693	-0.134566254	0.9777777778
694	-0.1344677784	0.9777777778
695	-0.134325628	0.9777777778
696	-0.1341909599	0.9777777778
697	-0.1338897998	0.9788888889
698	-0.1337060172	0.9788888889
699	-0.1335184708	0.9788888889
700	-0.133353649	0.9788888889
701	-0.1332956874	0.9788888889
702	-0.1332539427	0.9788888889
703	-0.133169751	0.9788888889
704	-0.1329861199	0.9788888889
705	-0.1328232347	0.9788888889
706	-0.1327338027	0.9788888889
707	-0.1326311871	0.98
708	-0.1324007295	0.9788888889
709	-0.1320810004	0.9788888889
710	-0.131793318	0.9788888889
711	-0.1316047961	0.9788888889
712	-0.1313511686	0.9788888889
713	-0.1312213947	0.9788888889
714	-0.1310937751	0.9788888889
715	-0.1307860097	0.9788888889
716	-0.1306121049	0.9788888889
717	-0.1305015812	0.9788888889
718	-0.1303479127	0.9788888889
719	-0.1301300282	0.98
720	-0.129999779	0.98
721	-0.1297066142	0.98
722	-0.1296488182	0.98
723	-0.1296064931	0.98
724	-0.129507947	0.98
725	-0.1291780114	0.98
726	-0.1290696812	0.98
727	-0.1289634633	0.98
728	-0.1288935403	0.98
729	-0.1288055297	0.98
730	-0.128736684	0.98
731	-0.1285017426	0.98
732	-0.128232067	0.98
733	-0.1280935904	0.9811111111
734	-0.1280106212	0.9811111111
735	-0.1276834565	0.9822222222
736	-0.1275906536	0.9822222222
737	-0.1274816809	0.9822222222
738	-0.1273768551	0.9822222222
739	-0.1271838529	0.9822222222
740	-0.126963265	0.9822222222
741	-0.1267756882	0.9822222222
742	-0.1266621346	0.9822222222
743	-0.1265085998	0.9822222222
744	-0.1263570844	0.9822222222
745	-0.1262345188	0.9822222222
746	-0.1261686463	0.9822222222
747	-0.1260809101	0.9822222222
748	-0.1259534574	0.9822222222
749	-0.1258404303	0.9822222222
750	-0.1255928696	0.9822222222
751	-0.1253518284	0.9822222222
752	-0.125241604	0.9822222222
753	-0.1251819576	0.9822222222
754	-0.1249580441	0.9822222222
755	-0.1248130624	0.9822222222
756	-0.1247525549	0.9822222222
757	-0.1246874589	0.9822222222
758	-0.1244560175	0.9822222222
759	-0.1242696475	0.9822222222
760	-0.1240918934	0.9822222222
761	-0.1239167605	0.9822222222
762	-0.1238471188	0.9822222222
763	-0.1237892592	0.9822222222
764	-0.1236098947	0.9822222222
765	-0.1234329917	0.9822222222
766	-0.1232591749	0.9822222222
767	-0.1231702605	0.9822222222
768	-0.1229162321	0.9833333333
769	-0.122631823	0.9833333333
770	-0.1224183424	0.9844444444
771	-0.1222901768	0.9833333333
772	-0.1221934392	0.9833333333
773	-0.1220240474	0.9833333333
774	-0.1218275984	0.9833333333
775	-0.1215255648	0.9833333333
776	-0.1214022687	0.9833333333
777	-0.1212016256	0.9833333333
778	-0.1210366481	0.9833333333
779	-0.1209823579	0.9833333333
780	-0.1208943433	0.9833333333
781	-0.1207615682	0.9833333333
782	-0.1207158413	0.9833333333
783	-0.1205012207	0.9844444444
784	-0.1203768385	0.9844444444
785	-0.1200724093	0.9844444444
786	-0.1200037306	0.9844444444
787	-0.1199616378	0.9844444444
788	-0.1197146755	0.9855555556
789	-0.1195573084	0.9855555556
790	-0.1193484181	0.9855555556
791	-0.1192095088	0.9855555556
792	-0.1191415376	0.9855555556
793	-0.119016882	0.9855555556
794	-0.1188781589	0.9855555556
795	-0.1187840741	0.9855555556
796	-0.1186309244	0.9855555556
797	-0.118519467	0.9855555556
798	-0.1184257157	0.9855555556
799	-0.1183039662	0.9855555556
800	-0.118250568	0.9855555556
801	-0.1180402267	0.9855555556
802	-0.1179418681	0.9855555556
803	-0.1177687224	0.9844444444
804	-0.1175358661	0.9855555556
805	-0.1173500355	0.9844444444
806	-0.1171951791	0.9844444444
807	-0.1171302373	0.9844444444
808	-0.1170920867	0.9844444444
809	-0.1169426081	0.9844444444
810	-0.1168676792	0.9844444444
811	-0.1166825518	0.9844444444
812	-0.1165635631	0.9844444444
813	-0.1164878141	0.9844444444
814	-0.1164128628	0.9844444444
815	-0.1163230836	0.9844444444
816	-0.1162068683	0.9844444444
817	-0.1161397122	0.9844444444
818	-0.1160652162	0.9844444444
819	-0.11590042	0.9844444444
820	-0.115738158	0.9844444444
821	-0.1155188547	0.9844444444
822	-0.1154066198	0.9844444444
823	-0.1151942962	0.9844444444
824	-0.1151292832	0.9844444444
825	-0.1150301066	0.9844444444
826	-0.1149017	0.9844444444
827	-0.114780297	0.9855555556
828	-0.1147249571	0.9855555556
829	-0.114648194	0.9855555556
830	-0.1145591797	0.9855555556
831	-0.1143712272	0.9855555556
832	-0.1142583965	0.9855555556
833	-0.1142097348	0.9855555556
834	-0.1141397928	0.9855555556
835	-0.1139989438	0.9855555556
836	-0.1139223588	0.9855555556
837	-0.113845316	0.9866666667
838	-0.1137725758	0.9855555556
839	-0.1135967604	0.9855555556
840	-0.1133963666	0.9866666667
841	-0.1132568016	0.9866666667
842	-0.1131580388	0.9866666667
843	-0.1130459049	0.9877777778
