0.00290569,0.00199251,0.00321763,0.00269393,0.00367664,0.00283694,0.0027092,0.00280239,0.0031752,0.00226906,0.00260768,0.233972,
0.00239701,0.00264114,0.00209148,0.0024355,0.00283306,0.00272441,0.00189177,0.00279297,0.00317619,0.0027074,0.00356566,0.20077,
0.00262196,0.00207404,0.00307356,0.00290052,0.00258843,0.00308802,0.00287004,0.00313518,0.0049202,0.00388717,0.00286794,0.294793,
0.00674926,0.00459137,0.00386918,0.00384191,0.00343523,0.00317676,0.00327793,0.00359627,0.00354785,0.0044056,0.00359874,0.568746,
0.00408425,0.00400175,0.00512702,0.00300225,0.00345148,0.00320467,0.0033909,0.00433304,0.00435839,0.00302852,0.0027257,0.366105,
0.00333497,0.00342931,0.00352854,0.0026242,0.00303461,0.00450221,0.00355302,0.00356158,0.00306415,0.00264172,0.00341582,0.261444,
0.00519428,0.00346921,0.00349798,0.00238847,0.00258721,0.0040398,0.00387784,0.00483045,0.00291233,0.00300756,0.00302478,0.345466,
0.00383221,0.00331518,0.0035063,0.00368429,0.00291328,0.00327515,0.00426149,0.00422732,0.00338534,0.00376536,0.00510951,0.413943,
0.0026716,0.00243929,0.00257166,0.003976,0.00320115,0.00344929,0.00396791,0.00257492,0.00304706,0.00464504,0.00430661,0.435758,
0.00466042,0.00432436,0.00340131,0.00371599,0.00344755,0.00294944,0.00348174,0.00285522,0.00270396,0.00268874,0.00258903,0.369433,
0.00309354,0.00318848,0.00347047,0.00429868,0.00407141,0.00435215,0.00331843,0.00306913,0.00287137,0.00355567,0.00272086,0.421468,
0.00261532,0.00462224,0.00254775,0.00306558,0.00302147,0.00384838,0.00443848,0.00500337,0.00354204,0.00240734,0.00338468,0.38352,
0.00386881,0.00448577,0.00339111,0.00356248,0.0026284,0.00346933,0.00325357,0.00281383,0.0029689,0.00297822,0.00343651,0.395551,
0.00350325,0.00371742,0.00466122,0.00285102,0.00293639,0.00266477,0.00334836,0.00375924,0.00265444,0.00272635,0.0017088,0.300506,
0.0036089,0.00323102,0.00253971,0.00345937,0.00296047,0.00352597,0.00234208,0.00214386,0.00304281,0.0033076,0.00324801,0.241978,
0.00229826,0.00224745,0.00251889,0.00369468,0.00250856,0.00273129,0.00287558,0.00254096,0.00313499,0.0018927,0.0026177,0.231878,
0.00299674,0.00254266,0.00338557,0.00255381,0.00221921,0.00318406,0.00354915,0.00240553,0.00339765,0.00293715,0.00275616,0.305111,
0.00233246,0.00347768,0.0030229,0.00190055,0.00278384,0.00226489,0.00270692,0.00234655,0.00334612,0.00330037,0.00236238,0.296664,
0.0027824,0.00329831,0.00262887,0.0017553,0.00241691,0.00289825,0.00326745,0.0032916,0.00290762,0.00351404,0.00322276,0.300787,
0.0034484,0.00317269,0.00382754,0.00303532,0.0020734,0.00280842,0.00281644,0.00308943,0.00276298,0.00315217,0.00389539,0.394353,
0.00382033,0.0029235,0.00339899,0.00290689,0.00267436,0.00279621,0.00288157,0.00498661,0.00279404,0.00336983,0.00389144,0.438596,
0.00321439,0.0042607,0.00325206,0.00293082,0.00357934,0.00303648,0.00346672,0.00323923,0.00262513,0.00353044,0.0044681,0.413268,
